województwo;gmina;TERYT gminy;podano;liczba uprawnionych;liczba wydanych kart
zachodniopomorskie;m. Szczecinek;"=""321501""";21;32138;17017
zachodniopomorskie;gm. Barwice;"=""321502""";5;7003;5800
zachodniopomorskie;gm. Biały Bór;"=""321503""";5;4310;1369
zachodniopomorskie;gm. Borne Sulinowo;"=""321504""";5;7582;1682
zachodniopomorskie;gm. Grzmiąca;"=""321505""";4;4098;2900
zachodniopomorskie;gm. Szczecinek;"=""321506""";7;7379;852
zachodniopomorskie;m. Świdwin;"=""321601""";8;12420;5664
zachodniopomorskie;gm. Brzeżno;"=""321602""";2;2280;1840
zachodniopomorskie;gm. Połczyn-Zdrój;"=""321603""";9;12859;4865
zachodniopomorskie;gm. Rąbino;"=""321604""";4;3067;400
zachodniopomorskie;gm. Sławoborze;"=""321605""";4;3309;3309
zachodniopomorskie;gm. Świdwin;"=""321606""";8;4909;2790
zachodniopomorskie;m. Wałcz;"=""321701""";11;20321;5436
zachodniopomorskie;gm. Człopa;"=""321702""";4;4121;96
zachodniopomorskie;gm. Mirosławiec;"=""321703""";5;4247;1019
zachodniopomorskie;gm. Tuczno;"=""321704""";6;4041;427
zachodniopomorskie;gm. Wałcz;"=""321705""";9;9974;2780
zachodniopomorskie;gm. Dobra;"=""321801""";3;3575;505
zachodniopomorskie;gm. Łobez;"=""321802""";11;11271;2515
zachodniopomorskie;gm. Radowo Małe;"=""321803""";4;3022;1400
zachodniopomorskie;gm. Resko;"=""321804""";5;6320;2639
zachodniopomorskie;gm. Węgorzyno;"=""321805""";4;8469;421
zachodniopomorskie;m. Koszalin;"=""326101""";49;83768;30822
zachodniopomorskie;m. Szczecin;"=""326201""";187;309180;107827
zachodniopomorskie;m. Świnoujście;"=""326301""";21;28543;7700
zachodniopomorskie;Statki Szczecin i Świnoujście;"=""329901""";0;0;0
